년,월,국적지역,체류외국인수
2025,08,핀란드,547
2025,08,헝가리,545
2025,08,칠레,544
2025,08,라이베리아,544
2025,08,벨라루스,524
2025,08,마카오,498
2025,08,아랍에미리트연합,497
2025,08,체코,496
2025,08,콩고민주공화국,476
2025,08,에콰도르,475
2025,08,그리스,416
2025,08,수단,403
2025,08,세네갈,331
2025,08,불가리아,320
2025,08,리투아니아,296
2025,08,코트디부아르,278
2025,08,기니,268
2025,08,파라과이,267
2025,08,베네수엘라,257
2025,08,말리,253
2025,08,쿠웨이트,242
2025,08,슬로바크,226
2025,08,크로아티아,207
2025,08,도미니카공화국,196
2025,08,라트비아,192
2025,08,조지아,181
2025,08,브루나이,176
2025,08,무국적,172
2025,08,코스타리카,169
2025,08,영국외지민,165
2025,08,짐바브웨,163
2025,08,아이티,159
2025,08,과테말라,159
2025,08,세르비아,140
2025,08,시에라리온,138
2025,08,팔레스타인,128
2025,08,가봉,128
2025,08,파나마,125
2025,08,카타르,125
2025,08,앙골라,123
2025,08,룩셈부르크,123
2025,08,감비아,121
2025,08,슬로베니아,117
2025,08,에스토니아,114
2025,08,피지,109
2025,08,잠비아,109
2025,08,아르메니아,107
2025,08,볼리비아,107
2025,08,온두라스,97
2025,08,말라위,93
2025,08,몰도바,92
2025,08,오만,91
2025,08,엘살바도르,89
2025,08,레바논,85
2025,08,몰타,84
2025,08,마다가스카르,83
2025,08,모잠비크,82
2025,08,부르키나파소,81
2025,08,알바니아,74
2025,08,우루과이,71
2025,08,자메이카,70
2025,08,키프로스,68
2025,08,쿠바,67
2025,08,니카라과,59
2025,08,보츠와나,55
2025,08,토고,51
2025,08,국제연합,49
2025,08,부탄,46
2025,08,콩고,45
2025,08,국적불명,44
2025,08,도미니카연방,42
2025,08,트리니다드토바고,41
2025,08,베냉,39
2025,08,모리셔스,38
2025,08,바누아투,37
2025,08,남수단공화국,35
2025,08,미이크로네시아,34
2025,08,파푸아뉴기니,32
2025,08,보스니아-헤르체고비나,32
2025,08,바레인,32
2025,08,중앙아프리카공화국,31
2025,08,아이슬란드,30
2025,08,마샬군도,30
2025,08,에스와티니,29
2025,08,세인트크리스토퍼네비스,28
2025,08,소말리아,25
2025,08,모리타니,25
2025,08,몬테네그로,23
2025,08,적도기니,22
2025,08,솔로몬군도,22
2025,08,니제르,21
2025,08,가이아나,18
2025,08,바하마,17
2025,08,기니비사우,16
2025,08,그레나다,16
2025,08,홍콩거주난민,15
2025,08,팔라우,15
2025,08,앤티카바부다,15
2025,08,북마케도니아,15
2025,08,레소토,15
2025,08,협약난민,12
2025,08,코소보,12
2025,08,통가,11
2025,08,에리트레아,11
2025,08,벨리즈,9
2025,08,국제연합 전문기구,9
2025,08,지부티,8
2025,08,차드,7
2025,08,자이르,7
2025,08,바베이도스,7
2025,08,세인트루시아,6
2025,08,사모아,6
2025,08,나미비아,6
2025,08,키리바시,5
2025,08,수리남,5
2025,08,나우루,5
2025,08,모나코,4
2025,08,코모로,3
2025,08,영국해외영토시민,3
2025,08,영국외지시민,3
2025,08,세인트빈센트그레나딘,3
2025,08,산마리노,3
2025,08,몰디브,3
2025,08,리히텐슈타인,3
2025,08,카보베르데,2
2025,08,세이셸,2
2025,08,상투메프린시페,2
2025,08,교황청,2
2025,08,유고슬라비아,1
2025,08,안도라,1
2025,08,스발바르,1
2025,08,세르비아몬테네그로,1
2025,08,미상,1
2025,08,미국인근섬,1
2025,08,기타난민,1
2025,09,한국계중국인,645942
2025,09,베트남,349241
2025,09,중국,339628
2025,09,미국,182429
2025,09,타이,168024
2025,09,우즈베키스탄,102305
2025,09,네팔,89667
2025,09,캄보디아,70428
2025,09,러시아(연방),68427
2025,09,필리핀,68313
2025,09,인도네시아,67797
2025,09,미얀마,58287
2025,09,몽골,57216
2025,09,일본,47103
2025,09,카자흐스탄,43853
2025,09,스리랑카,37995
2025,09,방글라데시,34807
2025,09,타이완,32091
2025,09,캐나다,31149
2025,09,파키스탄,19552
2025,09,인도,18732
2025,09,라오스,17919
2025,09,오스트레일리아,16797
2025,09,키르기즈,12877
2025,09,프랑스,11314
2025,09,독일,10262
2025,09,말레이시아,10129
2025,09,영국,9754
2025,09,홍콩,6429
2025,09,남아프리카공화국,5382
2025,09,우크라이나,5312
2025,09,뉴질랜드,5281
2025,09,티모르민주공화국,4871
2025,09,튀르키예,4813
2025,09,싱가포르,4481
2025,09,타지키스탄,3705
2025,09,이집트,3413
2025,09,이탈리아,3241
2025,09,브라질,3223
2025,09,나이지리아,3029
2025,09,스페인,2922
2025,09,네덜란드,2625
2025,09,멕시코,2517
2025,09,이란,2228
2025,09,모로코,1984
2025,09,폴란드,1982
2025,09,시리아,1980
2025,09,이스라엘,1737
2025,09,가나,1715
2025,09,스위스,1683
2025,09,에티오피아,1657
2025,09,투르크메니스탄,1450
2025,09,스웨덴,1431
2025,09,사우디아라비아,1288
2025,09,예멘공화국,1277
2025,09,벨기에,1226
2025,09,콜롬비아,1186
2025,09,리비아,1081
2025,09,덴마크,1062
2025,09,페루,1060
2025,09,아프가니스탄,974
2025,09,노르웨이,923
2025,09,아일랜드,893
2025,09,튀니지,829
2025,09,카메룬,811
2025,09,케냐,794
2025,09,요르단,764
2025,09,오스트리아,756
2025,09,탄자니아,754
2025,09,르완다,752
2025,09,이라크,748
2025,09,아르헨티나,733
2025,09,루마니아,732
2025,09,부룬디,690
2025,09,우간다,678
2025,09,아제르바이잔,648
2025,09,칠레,632
2025,09,알제리,601
2025,09,핀란드,585
2025,09,포르투갈,571
2025,09,라이베리아,545
2025,09,아랍에미리트연합,539
2025,09,헝가리,535
2025,09,에콰도르,498
2025,09,벨라루스,481
2025,09,체코,473
2025,09,콩고민주공화국,451
2025,09,그리스,445
2025,09,수단,406
2025,09,마카오,372
2025,09,리투아니아,359
2025,09,세네갈,320
2025,09,슬로바크,292
2025,09,코트디부아르,283
2025,09,베네수엘라,276
2025,09,불가리아,273
2025,09,말리,256
2025,09,기니,255
2025,09,파라과이,252
2025,09,라트비아,225
2025,09,크로아티아,221
2025,09,무국적,179
2025,09,과테말라,178
2025,09,코스타리카,172
2025,09,조지아,164
2025,09,도미니카공화국,164
2025,09,세르비아,162
2025,09,짐바브웨,159
2025,09,아이티,158
2025,09,브루나이,158
2025,09,슬로베니아,146
2025,09,팔레스타인,136
2025,09,영국외지민,132
2025,09,가봉,130
2025,09,카타르,129
2025,09,에스토니아,128
2025,09,시에라리온,128
2025,09,볼리비아,127
2025,09,앙골라,126
2025,09,감비아,123
2025,09,쿠웨이트,121
2025,09,온두라스,118
2025,09,파나마,112
2025,09,룩셈부르크,110
2025,09,잠비아,108
2025,09,아르메니아,103
2025,09,오만,100
2025,09,엘살바도르,92
2025,09,말라위,87
2025,09,레바논,86
2025,09,피지,85
2025,09,우루과이,85
2025,09,몰도바,82
2025,09,마다가스카르,75
2025,09,부르키나파소,74
2025,09,모잠비크,71
2025,09,알바니아,65
2025,09,쿠바,64
2025,09,자메이카,63
2025,09,니카라과,60
2025,09,키프로스,56
2025,09,부탄,55
2025,09,토고,52
2025,09,국적불명,48
2025,09,콩고,47
2025,09,국제연합,43
2025,09,아이슬란드,42
2025,09,몰타,42
2025,09,트리니다드토바고,40
2025,09,세인트크리스토퍼네비스,40
2025,09,보츠와나,40
2025,09,베냉,38
2025,09,남수단공화국,38
2025,09,바누아투,37
2025,09,도미니카연방,37
2025,09,몬테네그로,36
2025,09,바레인,35
2025,09,마샬군도,31
2025,09,파푸아뉴기니,29
2025,09,소말리아,28
2025,09,보스니아-헤르체고비나,28
2025,09,미이크로네시아,28
2025,09,모리타니,27
2025,09,모리셔스,25
2025,09,솔로몬군도,24
2025,09,에스와티니,23
2025,09,레소토,23
2025,09,중앙아프리카공화국,20
2025,09,니제르,20
2025,09,가이아나,19
2025,09,코소보,18
2025,09,바하마,16
2025,09,북마케도니아,15
2025,09,홍콩거주난민,14
2025,09,에리트레아,14
2025,09,기니비사우,14
2025,09,그레나다,14
2025,09,적도기니,13
2025,09,세인트루시아,12
2025,09,팔라우,10
2025,09,통가,9
2025,09,앤티카바부다,9
2025,09,바베이도스,9
2025,09,국제연합 전문기구,9
2025,09,협약난민,8
2025,09,사모아,8
2025,09,벨리즈,8
2025,09,지부티,7
2025,09,자이르,7
2025,09,수리남,7
2025,09,나미비아,7
2025,09,차드,6
2025,09,키리바시,5
2025,09,나우루,5
2025,09,몰디브,4
2025,09,리히텐슈타인,4
2025,09,코모로,3
2025,09,영국해외영토시민,3
2025,09,영국외지시민,3
2025,09,안도라,3
2025,09,세이셸,3
2025,09,상투메프린시페,3
2025,09,산마리노,3
2025,09,세인트빈센트그레나딘,2
2025,09,모나코,2
2025,09,교황청,2
2025,09,투발루,1
2025,09,카보베르데,1
2025,09,유고슬라비아,1
2025,09,스발바르,1
2025,09,세르비아몬테네그로,1
2025,09,미상,1
2025,09,미국인근섬,1
2025,09,기타난민,1
2025,10,한국계중국인,645051
2025,10,베트남,356067
2025,10,중국,330095
2025,10,미국,195997
2025,10,타이,171016
2025,10,우즈베키스탄,102417
2025,10,네팔,90097
2025,10,필리핀,78084
2025,10,인도네시아,72709
2025,10,캄보디아,70459
2025,10,러시아(연방),70014
2025,10,일본,69188
2025,10,미얀마,58793
2025,10,몽골,58686
2025,10,타이완,44581
2025,10,카자흐스탄,44206
2025,10,스리랑카,38340
2025,10,방글라데시,35246
2025,10,캐나다,32435
2025,10,파키스탄,19768
2025,10,인도,19571
2025,10,라오스,18136
2025,10,오스트레일리아,17555
2025,10,말레이시아,16642
2025,10,프랑스,13824
2025,10,키르기즈,12950
2025,10,홍콩,12197
2025,10,싱가포르,11332
2025,10,영국,10941
2025,10,독일,9970
2025,10,뉴질랜드,5496
2025,10,남아프리카공화국,5408
2025,10,우크라이나,5347
2025,10,튀르키예,5145
2025,10,티모르민주공화국,4962
2025,10,이탈리아,4005
2025,10,타지키스탄,3695
2025,10,브라질,3649
2025,10,이집트,3470
2025,10,스페인,3246
2025,10,멕시코,3042
2025,10,나이지리아,3042
2025,10,네덜란드,2724
2025,10,이란,2199
2025,10,모로코,2026
2025,10,시리아,1987
2025,10,스웨덴,1846
2025,10,폴란드,1809
2025,10,가나,1738
2025,10,에티오피아,1700
2025,10,이스라엘,1576
2025,10,사우디아라비아,1540
2025,10,벨기에,1500
2025,10,투르크메니스탄,1468
2025,10,스위스,1424
2025,10,예멘공화국,1268
2025,10,콜롬비아,1237
2025,10,리비아,1189
2025,10,페루,1117
2025,10,덴마크,1046
2025,10,아일랜드,1004
2025,10,아프가니스탄,977
2025,10,케냐,863
2025,10,마카오,861
2025,10,오스트리아,838
2025,10,튀니지,833
2025,10,노르웨이,822
2025,10,카메룬,817
2025,10,이라크,808
2025,10,루마니아,801
2025,10,르완다,798
2025,10,아르헨티나,791
2025,10,요르단,782
2025,10,아랍에미리트연합,741
2025,10,포르투갈,738
2025,10,탄자니아,725
2025,10,칠레,724
2025,10,부룬디,706
2025,10,핀란드,690
2025,10,우간다,689
2025,10,헝가리,666
2025,10,알제리,620
2025,10,아제르바이잔,597
2025,10,체코,590
2025,10,라이베리아,549
2025,10,그리스,520
2025,10,에콰도르,490
2025,10,벨라루스,483
2025,10,콩고민주공화국,465
2025,10,불가리아,407
2025,10,수단,402
2025,10,리투아니아,394
2025,10,세네갈,329
2025,10,코트디부아르,295
2025,10,슬로바크,289
2025,10,베네수엘라,286
2025,10,파라과이,257
2025,10,기니,257
2025,10,말리,253
2025,10,브루나이,250
2025,10,과테말라,221
2025,10,크로아티아,216
2025,10,코스타리카,210
2025,10,영국외지민,209
2025,10,쿠웨이트,196
2025,10,라트비아,181
2025,10,조지아,180
2025,10,무국적,177
2025,10,도미니카공화국,177
2025,10,짐바브웨,171
2025,10,아이티,168
2025,10,세르비아,165
2025,10,슬로베니아,158
2025,10,카타르,150
2025,10,에스토니아,150
2025,10,오만,144
2025,10,엘살바도르,134
2025,10,파나마,132
2025,10,팔레스타인,131
2025,10,시에라리온,128
2025,10,감비아,128
2025,10,가봉,126
2025,10,잠비아,123
2025,10,앙골라,118
2025,10,온두라스,114
2025,10,아르메니아,112
2025,10,볼리비아,109
2025,10,레바논,100
2025,10,피지,97
2025,10,룩셈부르크,95
2025,10,몰도바,89
2025,10,쿠바,86
2025,10,말라위,85
2025,10,모잠비크,81
2025,10,우루과이,80
2025,10,부르키나파소,80
2025,10,알바니아,78
2025,10,마다가스카르,74
2025,10,키프로스,72
2025,10,니카라과,71
2025,10,자메이카,66
2025,10,부탄,62
2025,10,토고,60
2025,10,바레인,59
2025,10,파푸아뉴기니,58
2025,10,트리니다드토바고,52
2025,10,콩고,51
2025,10,국적불명,49
2025,10,도미니카연방,48
2025,10,아이슬란드,44
2025,10,세인트크리스토퍼네비스,43
2025,10,모리셔스,43
2025,10,보츠와나,42
2025,10,몰타,42
2025,10,바누아투,41
2025,10,남수단공화국,41
2025,10,베냉,39
2025,10,국제연합,37
2025,10,몬테네그로,36
2025,10,마샬군도,32
2025,10,보스니아-헤르체고비나,30
2025,10,레소토,30
2025,10,가이아나,28
2025,10,미이크로네시아,27
2025,10,북마케도니아,26
2025,10,모리타니,26
2025,10,소말리아,25
2025,10,에스와티니,23
2025,10,바하마,21
2025,10,중앙아프리카공화국,20
2025,10,솔로몬군도,20
2025,10,세인트루시아,19
2025,10,니제르,16
2025,10,국제연합 전문기구,16
2025,10,홍콩거주난민,14
2025,10,벨리즈,14
2025,10,기니비사우,14
2025,10,통가,13
2025,10,적도기니,13
2025,10,에리트레아,13
2025,10,몰디브,13
2025,10,그레나다,13
2025,10,바베이도스,12
2025,10,협약난민,11
2025,10,팔라우,11
2025,10,사모아,11
2025,10,키리바시,9
2025,10,코소보,9
2025,10,지부티,7
2025,10,자이르,7
2025,10,안도라,7
2025,10,앤티카바부다,6
2025,10,수리남,6
2025,10,나미비아,6
2025,10,차드,5
2025,10,나우루,5
2025,10,코모로,4
2025,10,영국해외영토시민,4
2025,10,세인트빈센트그레나딘,4
2025,10,세이셸,4
2025,10,산마리노,4
2025,10,모나코,4
2025,10,영국외지시민,3
2025,10,상투메프린시페,3
2025,10,리히텐슈타인,3
2025,10,카보베르데,2
2025,10,교황청,2
2025,10,유고슬라비아,1
2025,10,스발바르,1
2025,10,세르비아몬테네그로,1
2025,10,미상,1
2025,10,미국인근섬,1
2025,10,기타난민,1
2025,11,한국계중국인,644736
2025,11,베트남,342070
2025,11,중국,319929
2025,11,미국,181168
2025,11,타이,166432
2025,11,우즈베키스탄,102653
2025,11,네팔,91014
2025,11,필리핀,70004
2025,11,인도네시아,69207
2025,11,캄보디아,68468
2025,11,러시아(연방),66352
2025,11,미얀마,58992
2025,11,몽골,58377
2025,11,일본,57239
2025,11,카자흐스탄,43455
2025,11,타이완,40529
2025,11,스리랑카,38528
2025,11,방글라데시,35372
2025,11,캐나다,29473
2025,11,파키스탄,19773
2025,11,인도,18474
2025,11,오스트레일리아,15554
2025,11,라오스,15190
2025,11,싱가포르,14201
2025,11,말레이시아,13701
2025,11,키르기즈,12860
2025,11,프랑스,9213
2025,11,홍콩,9154
2025,11,영국,8785
2025,11,독일,6906
2025,11,남아프리카공화국,5262
2025,11,우크라이나,5210
2025,11,뉴질랜드,5040
2025,11,티모르민주공화국,4962
2025,11,튀르키예,4517
2025,11,타지키스탄,3545
2025,11,이집트,3469
2025,11,나이지리아,3012
2025,11,브라질,2885
2025,11,이탈리아,2749
2025,11,스페인,2523
2025,11,멕시코,2396
2025,11,이란,2152
2025,11,시리아,1984
2025,11,모로코,1926
2025,11,네덜란드,1834
2025,11,가나,1713
2025,11,에티오피아,1679
2025,11,사우디아라비아,1558
2025,11,투르크메니스탄,1476
2025,11,폴란드,1401
2025,11,예멘공화국,1266
2025,11,스웨덴,1184
2025,11,리비아,1159
2025,11,콜롬비아,1000
2025,11,페루,997
2025,11,아프가니스탄,974
2025,11,스위스,931
2025,11,벨기에,888
2025,11,아일랜드,838
2025,11,카메룬,828
2025,11,튀니지,820
2025,11,르완다,796
2025,11,이라크,787
2025,11,요르단,786
2025,11,케냐,782
2025,11,덴마크,746
2025,11,탄자니아,735
2025,11,부룬디,704
2025,11,우간다,668
2025,11,아랍에미리트연합,662
2025,11,노르웨이,660
2025,11,아르헨티나,649
2025,11,이스라엘,641
2025,11,알제리,630
2025,11,아제르바이잔,570
2025,11,오스트리아,567
2025,11,라이베리아,548
2025,11,마카오,543
2025,11,칠레,542
2025,11,핀란드,534
2025,11,루마니아,533
2025,11,포르투갈,506
2025,11,그리스,465
2025,11,콩고민주공화국,451
2025,11,에콰도르,445
2025,11,벨라루스,441
2025,11,헝가리,421
2025,11,수단,407
2025,11,체코,389
2025,11,세네갈,319
2025,11,리투아니아,285
2025,11,브루나이,282
2025,11,코트디부아르,279
2025,11,불가리아,260
2025,11,말리,255
2025,11,기니,255
2025,11,파라과이,247
2025,11,베네수엘라,247
2025,11,무국적,172
2025,11,조지아,171
2025,11,슬로바크,171
2025,11,크로아티아,169
2025,11,세르비아,168
2025,11,코스타리카,163
2025,11,아이티,159
2025,11,과테말라,159
2025,11,영국외지민,158
2025,11,라트비아,152
2025,11,짐바브웨,151
2025,11,도미니카공화국,147
2025,11,카타르,133
2025,11,팔레스타인,131
2025,11,가봉,129
2025,11,쿠웨이트,128
2025,11,시에라리온,126
2025,11,감비아,124
2025,11,앙골라,114
2025,11,파나마,110
2025,11,잠비아,110
2025,11,피지,108
2025,11,온두라스,108
2025,11,볼리비아,108
2025,11,에스토니아,104
2025,11,아르메니아,98
2025,11,오만,95
2025,11,레바논,89
2025,11,엘살바도르,88
2025,11,쿠바,86
2025,11,룩셈부르크,82
2025,11,슬로베니아,81
2025,11,몰도바,81
2025,11,말라위,81
2025,11,몰타,80
2025,11,부르키나파소,78
2025,11,마다가스카르,71
2025,11,우루과이,69
2025,11,알바니아,67
2025,11,모잠비크,63
2025,11,자메이카,62
2025,11,니카라과,58
2025,11,국제연합,58
2025,11,바레인,55
2025,11,토고,51
2025,11,콩고,49
2025,11,부탄,49
2025,11,국적불명,49
2025,11,키프로스,46
2025,11,트리니다드토바고,44
2025,11,바누아투,41
2025,11,도미니카연방,41
2025,11,보츠와나,37
2025,11,세인트크리스토퍼네비스,36
2025,11,남수단공화국,36
2025,11,아이슬란드,32
2025,11,베냉,31
2025,11,미이크로네시아,30
2025,11,몬테네그로,28
2025,11,마샬군도,26
2025,11,파푸아뉴기니,25
2025,11,소말리아,25
2025,11,모리타니,25
2025,11,에스와티니,24
2025,11,모리셔스,24
2025,11,솔로몬군도,22
2025,11,중앙아프리카공화국,21
2025,11,레소토,20
2025,11,가이아나,19
2025,11,보스니아-헤르체고비나,18
2025,11,통가,17
2025,11,니제르,16
2025,11,바하마,15
2025,11,기니비사우,15
2025,11,홍콩거주난민,14
2025,11,팔라우,14
2025,11,코소보,14
2025,11,북마케도니아,14
2025,11,적도기니,13
2025,11,세인트루시아,12
2025,11,에리트레아,11
2025,11,사모아,11
2025,11,앤티카바부다,10
2025,11,그레나다,9
2025,11,바베이도스,8
2025,11,국제연합 전문기구,8
2025,11,자이르,7
2025,11,나미비아,7
2025,11,지부티,6
2025,11,벨리즈,6
2025,11,몰디브,6
2025,11,협약난민,5
2025,11,키리바시,5
2025,11,차드,5
2025,11,안도라,5
2025,11,수리남,5
2025,11,나우루,5
2025,11,코모로,3
2025,11,영국해외영토시민,3
2025,11,상투메프린시페,3
2025,11,모나코,3
2025,11,영국외지시민,2
2025,11,세인트빈센트그레나딘,2
2025,11,세이셸,2
2025,11,산마리노,2
2025,11,리히텐슈타인,2
2025,11,기타난민,2
2025,11,교황청,2
2025,11,카보베르데,1
2025,11,유고슬라비아,1
2025,11,스발바르,1
2025,11,세르비아몬테네그로,1
2025,11,미상,1
2025,11,미국인근섬,1
2025,12,한국계중국인,643403
2025,12,중국,337267
2025,12,베트남,337183
2025,12,미국,180230
2025,12,타이,169848
2025,12,우즈베키스탄,102804
2025,12,네팔,91895
2025,12,인도네시아,77015
2025,12,필리핀,74125
2025,12,일본,70375
2025,12,캄보디아,67985
2025,12,러시아(연방),66705
2025,12,몽골,60008
2025,12,미얀마,59999
2025,12,카자흐스탄,43026
2025,12,타이완,41651
2025,12,스리랑카,38697
2025,12,방글라데시,35913
2025,12,캐나다,29354
2025,12,오스트레일리아,20441
2025,12,파키스탄,19841
2025,12,인도,18593
2025,12,말레이시아,18224
2025,12,홍콩,14572
2025,12,싱가포르,13566
2025,12,라오스,13427
2025,12,키르기즈,12959
2025,12,프랑스,9351
2025,12,영국,9045
2025,12,독일,7134
2025,12,뉴질랜드,5731
2025,12,남아프리카공화국,5552
2025,12,우크라이나,5214
2025,12,티모르민주공화국,5004
2025,12,튀르키예,4503
2025,12,이탈리아,3768
2025,12,이집트,3383
2025,12,타지키스탄,3230
2025,12,브라질,3181
2025,12,나이지리아,3013
2025,12,스페인,2419
2025,12,멕시코,2177
2025,12,이란,2137
2025,12,시리아,2003
2025,12,모로코,1966
2025,12,네덜란드,1817
2025,12,가나,1691
2025,12,에티오피아,1677
2025,12,투르크메니스탄,1481
2025,12,스웨덴,1352
2025,12,예멘공화국,1268
2025,12,폴란드,1257
2025,12,사우디아라비아,1210
2025,12,스위스,1116
2025,12,리비아,1115
2025,12,페루,993
2025,12,콜롬비아,975
2025,12,아프가니스탄,974
2025,12,벨기에,851
2025,12,튀니지,832
2025,12,아일랜드,823
2025,12,카메룬,816
2025,12,르완다,807
2025,12,마카오,773
2025,12,요르단,758
2025,12,케냐,754
2025,12,이라크,753
2025,12,아랍에미리트연합,728
2025,12,탄자니아,720
2025,12,부룬디,711
2025,12,아르헨티나,708
2025,12,덴마크,661
2025,12,우간다,658
2025,12,노르웨이,655
2025,12,핀란드,633
2025,12,오스트리아,627
2025,12,알제리,625
2025,12,루마니아,575
2025,12,아제르바이잔,573
2025,12,라이베리아,549
2025,12,칠레,534
2025,12,이스라엘,481
2025,12,콩고민주공화국,475
2025,12,그리스,470
2025,12,포르투갈,467
2025,12,에콰도르,413
2025,12,헝가리,407
2025,12,수단,405
2025,12,벨라루스,402
2025,12,브루나이,377
2025,12,체코,356
2025,12,세네갈,311
2025,12,코트디부아르,273
2025,12,기니,254
2025,12,말리,253
2025,12,파라과이,250
2025,12,베네수엘라,250
2025,12,리투아니아,249
2025,12,불가리아,239
2025,12,크로아티아,187
2025,12,코스타리카,185
2025,12,영국외지민,177
2025,12,무국적,176
2025,12,쿠웨이트,165
2025,12,조지아,159
2025,12,아이티,159
2025,12,카타르,155
2025,12,슬로바크,154
2025,12,과테말라,151
2025,12,도미니카공화국,147
2025,12,짐바브웨,144
2025,12,라트비아,139
2025,12,팔레스타인,130
2025,12,가봉,129
2025,12,시에라리온,122
2025,12,감비아,122
2025,12,세르비아,117
2025,12,파나마,115
2025,12,잠비아,114
2025,12,피지,113
2025,12,앙골라,111
2025,12,볼리비아,105
2025,12,아르메니아,98
2025,12,온두라스,97
2025,12,룩셈부르크,95
2025,12,오만,90
2025,12,에스토니아,81
2025,12,엘살바도르,80
2025,12,부르키나파소,77
2025,12,몰도바,77
2025,12,레바논,77
2025,12,슬로베니아,75
2025,12,말라위,75
2025,12,마다가스카르,70
2025,12,모잠비크,68
2025,12,쿠바,65
2025,12,모리셔스,64
2025,12,우루과이,63
2025,12,알바니아,60
2025,12,자메이카,57
2025,12,니카라과,54
2025,12,토고,53
2025,12,바레인,52
2025,12,콩고,50
2025,12,국적불명,48
2025,12,키프로스,46
2025,12,트리니다드토바고,45
2025,12,바누아투,44
2025,12,도미니카연방,41
2025,12,국제연합,41
2025,12,파푸아뉴기니,38
2025,12,부탄,38
2025,12,몰타,38
2025,12,남수단공화국,36
2025,12,보스니아-헤르체고비나,35
2025,12,베냉,32
2025,12,세인트크리스토퍼네비스,31
2025,12,보츠와나,29
2025,12,미이크로네시아,29
2025,12,마샬군도,27
2025,12,아이슬란드,25
2025,12,소말리아,25
2025,12,몬테네그로,25
2025,12,모리타니,25
2025,12,에스와티니,23
2025,12,중앙아프리카공화국,21
2025,12,가이아나,19
2025,12,솔로몬군도,18
2025,12,레소토,18
2025,12,니제르,18
2025,12,바하마,16
2025,12,기니비사우,15
2025,12,홍콩거주난민,14
2025,12,통가,14
2025,12,적도기니,13
2025,12,세인트루시아,13
2025,12,그레나다,13
2025,12,북마케도니아,12
2025,12,협약난민,10
2025,12,에리트레아,10
2025,12,팔라우,9
2025,12,코소보,9
2025,12,벨리즈,9
2025,12,몰디브,9
2025,12,앤티카바부다,8
2025,12,안도라,8
2025,12,바베이도스,8
2025,12,리히텐슈타인,8
2025,12,자이르,7
2025,12,사모아,7
2025,12,지부티,6
2025,12,키리바시,5
2025,12,차드,5
2025,12,수리남,5
2025,12,모나코,5
2025,12,나우루,5
2025,12,국제연합 전문기구,5
2025,12,세이셸,4
2025,12,코모로,3
2025,12,영국해외영토시민,3
2025,12,산마리노,3
2025,12,나미비아,3
2025,12,영국외지시민,2
2025,12,상투메프린시페,2
2025,12,기타난민,2
2025,12,교황청,2
2025,12,투발루,1
2025,12,유고슬라비아,1
2025,12,스발바르,1
2025,12,세인트빈센트그레나딘,1
2025,12,세르비아몬테네그로,1
2025,12,미상,1
2025,12,미국인근섬,1
2026,01,한국계중국인,643739
2026,01,중국,344122
2026,01,베트남,330717
2026,01,미국,169366
2026,01,타이,161601
2026,01,우즈베키스탄,102820
2026,01,네팔,92816
2026,01,인도네시아,70484
2026,01,필리핀,68432
2026,01,캄보디아,67133
2026,01,러시아(연방),64957
2026,01,미얀마,60360
2026,01,몽골,58711
2026,01,일본,52972
2026,01,타이완,51551
2026,01,카자흐스탄,42791
2026,01,스리랑카,38910
2026,01,방글라데시,36143
2026,01,캐나다,27897
2026,01,파키스탄,19886
2026,01,인도,17901
2026,01,오스트레일리아,14354
2026,01,라오스,13321
2026,01,키르기즈,12898
2026,01,말레이시아,12442
2026,01,홍콩,8213
2026,01,영국,8078
2026,01,프랑스,7627
2026,01,독일,5477
2026,01,남아프리카공화국,5237
2026,01,우크라이나,5144
2026,01,티모르민주공화국,5082
2026,01,뉴질랜드,4719
2026,01,튀르키예,4402
2026,01,싱가포르,3972
2026,01,이집트,3378
2026,01,타지키스탄,3213
2026,01,나이지리아,3010
2026,01,브라질,2710
2026,01,이탈리아,2199
2026,01,이란,2133
2026,01,시리아,2009
2026,01,스페인,1980
2026,01,멕시코,1957
2026,01,모로코,1908
2026,01,가나,1700
2026,01,에티오피아,1674
2026,01,투르크메니스탄,1518
2026,01,네덜란드,1359
2026,01,예멘공화국,1264
2026,01,폴란드,1127
2026,01,사우디아라비아,1118
2026,01,리비아,1112
2026,01,페루,1013
2026,01,아프가니스탄,973
2026,01,스웨덴,914
2026,01,콜롬비아,885
2026,01,스위스,829
2026,01,카메룬,811
2026,01,르완다,805
2026,01,튀니지,793
2026,01,이라크,760
2026,01,벨기에,756
2026,01,아일랜드,753
2026,01,케냐,748
2026,01,요르단,746
2026,01,아르헨티나,741
2026,01,부룬디,716
2026,01,탄자니아,712
2026,01,우간다,654
2026,01,알제리,628
2026,01,칠레,599
2026,01,덴마크,592
2026,01,노르웨이,581
2026,01,아제르바이잔,575
2026,01,라이베리아,551
2026,01,오스트리아,520
2026,01,마카오,514
2026,01,루마니아,473
2026,01,콩고민주공화국,462
2026,01,이스라엘,426
2026,01,아랍에미리트연합,419
2026,01,핀란드,416
2026,01,수단,410
2026,01,헝가리,399
2026,01,벨라루스,398
2026,01,포르투갈,379
2026,01,그리스,370
2026,01,에콰도르,348
2026,01,체코,341
2026,01,세네갈,312
2026,01,코트디부아르,271
2026,01,브루나이,259
2026,01,말리,256
2026,01,기니,254
2026,01,파라과이,248
2026,01,리투아니아,248
2026,01,베네수엘라,246
2026,01,불가리아,218
